# Ibadan wordlist of 400 basic items
1	head  
2	hair (head)  
3	eye    
4	ear      
5	nose  
6	mouth  
7	tooth  
8	tongue  
9	jaw  
10	chin  
11	bear  
12	neck  
13	breast (female)  
14	heart  
15	belly (external)  
16	stomach (internal)  
17	navel  
18	back  
19	arm  
20	hand  
21	nail (finger or toe)  
22	buttocks  
23	penis  
24	thigh  
25	leg   
26	vagina  
27	knee  
28	body  
29	skin  
30	bone  
31	blood  
32	saliva  
33	urine  
34	faeces  
35	food  
36	water  
37	soup/suace/stew  
38	meat    
39	fat    
40	fish  
41	oil   
42	salt  
43	wine/beer (general word)  
44	palm wine 
45	yam  
46	cassava  
47	guinea corn  
48	millet  
49	maize  
50	beans  
51	pepper  
52	okra  
53	plantain  
54	banana  
55	orange  
56	groundnut  
57	kola nut   
58	tobacco  
59	cotton  
60	oil palm  
61	seed  
62	glass  
63	tree  
64	leaf  
65	bark (of tree)  
66	root    
67	thorn  
68	stick  
69	firewood  
70	charcoal  
71	fire  
72	smoke  
73	ashes  
74	waterpot  
75	cooking pot  
76	calabash  
77	grinding-stone  
78	mortar  
79	knife  
80	hoe  
81	axe  
82	matchet  
83	spear (war)  
84	bow (weapon)  
85	arrow  
86	iron (metal)  
87	mat  
88	basket  
89	bag  
90	rope  
91	needle  
92	thread  
93	cloth (material)  
94	robe/gown/smoke (manis)  
95	Hat/cap 
96	shoe 
97	money 
98	door (way) 
99	wall (of house) 
100	room 
101	house 
102	village 
103	town 
104	village 
105	well 
106	rubbish heap 
107	road 
108	market 
109	farm 
110	bush 
111	river 
112	sea 
113	boat (canoe) 
114	stone 
115	mountain 
116	ground 
117	earth (soil) 
118	sand 
119	dust
120	mud 
121	wind 
122	rain 
123	sunshine 
124	sun  
125	moon  
126	star 
127	day 
128	night 
129	dawn 
130	darkness 
131	sleep 
132	work 
133	war 
134	fear 
135	hunger 
136	thirst 
137	year 
138	rainy season
139	dry season 
140	song
141	story 
142	word 
143	lie(s) 
144	thing 
145	animal 
146	goat 
147	he-goat 
148	sheep 
149	cow (zebu) 
150	horse 
151	donkey 
152	dog 
153	cat 
154	rat 
155	chicken (domestic fowl) 
156	cock 
157	duck 
158	egg 
159	wing 
160	feather 
161	horn 
162	tail 
163	leopard 
164	crocodile 
165	elephant 
166	buffalo (bushcow) 
167	monkey 
168	tortoise 
169	snake 
170	lizard (common variety) 
171	crab 
172	toad ('frog') 
173	snail 
174	housefly 
175	bee 
176	mosquito  
177	louse  
178	bird  
179	vulture  
180	kite 
181	hawk 
182	guinea fowl 
183	bat 
184	person 
185	name 
186	man 
187	male 
188	husband 
189	woman 
190	female 
191	wife 
192	old person 
193	senior/older 
194	father 
195	mother 
196	child 
197	children 
198	son 
199	daughter 
