ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Zgraggen-1980-380-1	1554	MAN	1	MAN
Zgraggen-1980-380-2	962	WOMAN	2	WOMAN
Zgraggen-1980-380-3	1229	OLD	3	OLD OF HUMANS
Zgraggen-1980-380-4	98	ALL	4	ALL
Zgraggen-1980-380-6	1304	CHILD YOUNG HUMAN	6	CHILD
Zgraggen-1980-380-9	1366	BOY	9	BOY
Zgraggen-1980-380-10	1646	GIRL	10	GIRL
Zgraggen-1980-380-11	1217	FATHER	11	FATHER
Zgraggen-1980-380-12	1216	MOTHER	12	MOTHER
Zgraggen-1980-380-13	405	OLDER SIBLING	13	SIBLING SAME SEX OLDER
Zgraggen-1980-380-14	427	YOUNGER SIBLING	14	SIBLING SAME SEX YOUNGER
Zgraggen-1980-380-15	405	OLDER SIBLING	15	SIBLING DIFFERENT SEX OLDER
Zgraggen-1980-380-16	427	YOUNGER SIBLING	16	SIBLING DIFFERENT SEX YOUNGER
Zgraggen-1980-380-24	1209	I	24	I
Zgraggen-1980-380-25	1215	THOU	25	THOU
Zgraggen-1980-380-26	1211	HE	26	HE
Zgraggen-1980-380-28	1213	YOU	28	YE
Zgraggen-1980-380-29a	817	THEY	29	THEY
Zgraggen-1980-380-29b	1212	WE	29	WE
Zgraggen-1980-380-33	1256	HEAD	33	HEAD
Zgraggen-1980-380-35	1583	BRAIN	35	BRAINS
Zgraggen-1980-380-37	123	FOREHEAD	37	FACE FOREHEAD
Zgraggen-1980-380-38	1247	EAR	38	EAR
Zgraggen-1980-380-39	1248	EYE	39	EYE
Zgraggen-1980-380-41	674	MOUTH	41	MOUTH
Zgraggen-1980-380-42	1221	NOSE	42	NOSE
Zgraggen-1980-380-44	1205	TONGUE	44	TONGUE
Zgraggen-1980-380-45	1503	SALIVA	45	SALIVA
Zgraggen-1980-380-46	1380	TOOTH	46	TOOTH
Zgraggen-1980-380-47	1510	CHIN	47	CHIN
Zgraggen-1980-380-49	1333	NECK	49	NECK
Zgraggen-1980-380-50	1346	THROAT	50	THROAT
Zgraggen-1980-380-51	1347	NAPE OF NECK	51	NAPE
Zgraggen-1980-380-53	1291	BACK	53	BACK
Zgraggen-1980-380-54	834	BUTTOCKS	54	BUTTOCKS
Zgraggen-1980-380-55	1673	ARM	55	ARM
Zgraggen-1980-380-57	981	ELBOW	57	ELBOW
Zgraggen-1980-380-58	1482	SHOULDER	58	SHOULDER
Zgraggen-1980-380-59	1886	ARMPIT	59	ARMPIT
Zgraggen-1980-380-60	NAN	LEFT	60	LEFT ARM
Zgraggen-1980-380-61	NAN	RIGHT	61	RIGHT ARM
Zgraggen-1980-380-65	1781	THUMB	65	THUMB
Zgraggen-1980-380-66	1896	NAIL, KERATIN	66	FINGERNAIL
Zgraggen-1980-380-67	1297	LEG	67	LEG
Zgraggen-1980-380-68	471	UPPER LEG	68	UPPER LEG
Zgraggen-1980-380-70	498	CALF OF LEG	70	CALF OF LEG
Zgraggen-1980-380-71	1371	KNEE	71	KNEE
Zgraggen-1980-380-72	1251	BELLY	72	BELLY
Zgraggen-1980-380-73	1334	GUTS	73	STOMACH GUTS
Zgraggen-1980-380-74	1402	BREAST	74	BREAST WOMAN
Zgraggen-1980-380-75	1592	CHEST	75	CHEST
Zgraggen-1980-380-77	1838	NAVEL	77	NAVEL
Zgraggen-1980-380-78	946	BLOOD	78	BLOOD
Zgraggen-1980-380-79	1924	VEIN	79	VEIN
Zgraggen-1980-380-81	1224	LIVER	81	LIVER
Zgraggen-1980-380-82	688	LUNG	82	LUNG
Zgraggen-1980-380-83	1223	HEART	83	HEART
Zgraggen-1980-380-84	1394	BONE	84	BONE
Zgraggen-1980-380-85	763	SKIN	85	SKIN
Zgraggen-1980-380-86	125	SWEAT	86	SWEAT
Zgraggen-1980-380-87	51	SORE	87	SORE
Zgraggen-1980-380-88	1040	HAIR	88	HAIR
Zgraggen-1980-380-89	676	SHIT	89	EXCREMENT
Zgraggen-1980-380-90	1142	URINE	90	URINE
Zgraggen-1980-380-91	1222	PENIS	91	PENIS
Zgraggen-1980-380-92	1388	SHADE	92	SHADOW
Zgraggen-1980-380-93	1405	NAME	93	NAME
Zgraggen-1980-380-95	1837	VULVA	95	VULVA
Zgraggen-1980-380-96	937	BIRD	96	BIRD
Zgraggen-1980-380-98	1257	WING	98	WING
Zgraggen-1980-380-99	1220	TAIL	99	TAIL OF BIRD
Zgraggen-1980-380-100	744	EGG	100	EGG
Zgraggen-1980-380-101	466	CASSOWARY	101	CASSOWARY
Zgraggen-1980-380-102	1318	CHICKEN	102	CHICKEN TAME
Zgraggen-1980-380-103	1318	CHICKEN	103	CHICKEN WILD
Zgraggen-1980-380-104	2009	DOG	104	DOG
Zgraggen-1980-380-106	1220	TAIL	106	TAIL OF DOG
Zgraggen-1980-380-107	1553	MALE	107	MALE
