25	後年	noun	the year after next (noun)	hòu-nián	2330	AFTER	5
27	前年	noun	the year before last (noun)	qián-nián	2331	BEFORE	5
32	大後天	noun	three days from now (noun)	dà-hòu-tiān	2332	THREE	5
35	大前天	noun	three days before (noun)	dà-qián-tiān	2333	BEFORE	5
85	公豬	noun	*male pig (noun)	gōng-zhū	1337	MALE (adjective)	5
87	公狗	noun	*male dog (noun)	gōng-gǒu	2009	MALE (adjective)	5
88	母狗	noun	*female dog (noun)	mǔ-gǒu	2009	FEMALE (OF PERSON) (adjective)	5
189	米湯	noun	*thin rice or millet gruel (noun)	mǐ-tāng	1167	RICE (noun)	5
470	外面	noun	out, outside (noun)	wài-miàn	762	GO OUT (verb)	5
471	上面	noun	top, top side // top (noun)	shàng-miàn	1753	SIDE (noun)	5
472	下面	noun	under, below (noun)	xià-miàn	2094	DOWN OR BELOW	5
475	隔壁	noun	*next to (noun)	gé-bì	1354	NEXT	5
496	化雪	verb	*melt snow (verb)	huà-xuě	2334	SNOW (noun)	5
513	含	verb	*keep in the mouth (verb)	hán	1477	RIVER MOUTH (noun)	5
565	塡	verb	*fill in, fill up (verb)	tián	2006	FILL (verb)	5
576	摔	verb	fall to the ground (verb)	shuāi	1280	GROUND (noun)	5
591	晾	verb	*dry in the sun (verb)	liàng	1786	SUN (noun)	5
632	買布	verb	*buy cloth (verb)	mǎi-bù	1616	CLOTH (noun)	5
633	買油	verb	*buy oil (verb)	mǎi-yóu	1484	OIL (noun)	5
634	買藥(買中藥)	verb	*buy Chinese medicine (verb)	mǎi-yào (-mǎi-zhòng-yào-)	1372	MEDICINE (noun)	5
663	發燒	verb	*have a fever (verb)	fā-shāo	1534	FEVER (noun)	5
688	上墳	verb	*visit a grave (verb)	shàng-fèn	1773	GRAVE (noun)	5
708	方	adjective	*angular, having the form of a square (adjective)	fāng	850	SQUARE (noun)	5
785	狡猾	adjective	cunning (adjective)	jiǎo-huá	2335	CUNNING PERSON (noun)	5
818	他的	pronoun	his, her, its (third person singular) (pronoun)	tā/tuō-dì	2092	HIS OR HER	5
826	這邊	pronoun	this side, here (pronoun)	yàn-biān	136	SIDE (noun)	5
827	那邊	pronoun	that side, there (pronoun)	nuó-biān	1937	SIDE (noun)	5
828	這麽	pronoun	this way (pronoun)	yàn-mǒ	2336	THIS	5
829	那麽	pronoun	that way (pronoun)	nuó-mǒ	2337	THAT	5
834	哪邊	pronoun	which place, where (pronoun)	nǎ-biān	1237	PLACE (POSITION) (noun)	5
838	多久	pronoun	how long (pronoun)	duō-jiǔ	2338	LONG (adjective)	5
870	剛才	adverb	just a short while ago	gāng-cái	84	WHILE (noun)	5
896	不用	*adverb	need not	bú-yòng	2339	NEED (noun)	5
899	替	preposition	instead of	tì	1652	INSTEAD	5

