18	海	noun	sea, ocean (noun)	hǎi	2282	SEA (noun)	3
22	時候	noun	time, season (noun)	shí-hòu	892	TIME (noun)	3
23	今年	noun	this year (noun)	jīn-nián	513	THIS YEAR	3
24	明年	noun	next year (noun)	míng-nián	515	NEXT YEAR	3
26	去年	noun	last year (noun)	qù-nián	514	LAST YEAR	3
29	今天	noun	today (noun)	jīn-tiān	1283	TODAY	3
30	明天	noun	tomorrow (noun)	míng-tiān	1329	TOMORROW	3
31	後天	noun	the day after tomorrow (noun)	hòu-tiān	1179	DAY AFTER TOMORROW	3
33	昨天	noun	yesterday (noun)	zuó-tiān	1174	YESTERDAY	3
34	前天	noun	the day before yesterday (noun)	qián-tiān	1180	DAY BEFORE YESTERDAY	3
45	端午節	noun	the Dragon Boat Festival (noun)	duān-wǔ-jié	2186	DRAGON BOAT FESTIVAL (noun)	3
46	中秋節	noun	the Mid-autumn Festival (15th day of the 8th lunar month) (noun)	zhòng-qiū-jié	2187	MID-AUTUMN FESTIVAL (noun)	3
54	鉛	noun	lead (noun)	qiān/yuán	627	LEAD, CHEMICAL ELEMENT (noun)	3
60	泥	noun	mud, earth (noun)	nì	640	MUD (noun)	3
65	豹子	noun	leopard // panther (noun)	bào-zǐ	1139	LEOPARD (noun)	3
70	老鼠	noun	rat, mouse (noun)	lǎo-shǔ	2139	RAT (noun)	3
74	燕子	noun	swallow (noun)	yān-zǐ	897	SWALLOW (verb)	3
89	驢	noun	donkey, ass (noun)	lǘ	1862	DONKEY (noun)	3
95	母雞	noun	hen (chicken) (noun)	mǔ-jī	1514	HEN (noun)	3
99	鯉魚	noun	carp (noun)	lǐ-yú	2193	CARP (verb)	3
211	糖	noun	sugar, sweets (noun)	táng	862	SUGAR (noun)	3
237	毛巾	noun	towel, washcloth (noun)	máo-jīn	1021	TOWEL (noun)	3
295	綫	noun	thread, wire (noun)	xiàn	1161	THREAD (noun)	3
330	梯子	noun	stairs, ladder (noun)	tī-zǐ	34	STAIRS (noun)	3
334	篩子	noun	sieve (tool) (noun)	shī-zǐ	86	SIEVE (verb)	3
360	學校	noun	school (educational institution) (noun)	xué-jiào	673	SCHOOL (noun)	3
371	圖章	noun	seal, stamp (noun)	tú-zhāng	651	SEAL (noun)	3
380	哨子	noun	whistle (noun)	qiào-zǐ	1025	WHISTLE (verb)	3
392	左手	noun	left hand, left side (noun)	zuò-shǒu	2182	LEFT HAND (noun)	3
393	右手	noun	right hand, right side (noun)	yòu-shǒu	2183	RIGHT HAND (noun)	3
463	外甥	noun	nephew (sister's son) (noun)	wài-shēng	1063	NEPHEW (noun)	3
466	外孫	noun	grandson (daughter's son) (noun)	wài-sūn	1618	GRANDSON (noun)	3
467	前面	noun	front, front side (noun)	qián-miàn	2194	FRONT (PART) (noun)	3
