NUMBER	GLOSS	OMEGAWIKI
1	four	6253
2	name	5995
3	three	156096
4	two	6248
5	foot	5672
6	give	6059
7	long	5438
8	salt	5599
9	sun	5850
10	other	1406403
11	sleep	6519
12	to come	6056
13	day	5477
14	to eat	5827
15	not	5495
16	thin	5990
17	five	156104
18	mother	5463
19	ear	5510
20	I	5450
21	new	5484
22	night	5486
23	one	6244
24	to spit	6051
25	star	6041
26	to stand	6053
27	thou	5459
28	tongue	5440
29	tooth	5946
30	wind	4160
