ID	GLOSS	PRIORITY
303	ABSTAIN FROM FOOD///nhịn ăn	1
1814	ACCUSE///kết tội	1
968	ACORN///hạt sồi	1
988	ACQUIT///tha bổng	1
1818	ADJUDICATE///xét đoán, nhận định	1
2022	ADMIT///thú nhận	1
901	ADOBE///gạch	1
902	ADULTERY///ngoại tình	1
290	ADZE///rìu lưỡi vòm 	1
1685	AFTER///sau	1
1807	AFTERNOON///buổi chiều	1
204	AGAIN///lần nữa, lại	1
1789	AGE///tuổi	1
27	AIR///không khí	1
404	ALCOHOL (FERMENTED DRINK)///rượu	2
98	ALL///mọi, tất cả	1
98	ALL///tất cả	1
3237	ALLOW OR PERMIT///cho phép	1
853	ALTAR///bàn thờ	1
1676	ALWAYS///luôn luôn	1
65	AMBUSH///sự phục kích	1
1669	ANCESTORS///tổ tiên	1
1870	ANCHOR///cái neo	1
1577	AND///và	1
82	ANGER///sự giận dữ	1
619	ANIMAL///động vật	1
803	ANKLE///mắt cá chân	1
9	ANNOUNCE///thông báo	1
1275	ANSWER///trả lời	1
587	ANT///con kiến	1
587	ANT///kiến	1
1648	ANVIL///cái đe	1
1000	ANXIETY///sự lo lắng	1
3298	APE OR MONKEY///khi	1
1778	APPROACH///đến gần	1
876	ARCH///vòm	1
1673	ARM///tay	2
1061	ARMOUR///áo giáp	1
1886	ARMPIT///nách	1
1561	ARMY///quân đội	1
1387	ARRIVE///đến	1
977	ARROW///căm	1
977	ARROW///mũi tên	1
1889	ARSON///tội đốt nhà	1
646	ASH///mun	1
646	ASH///tro	2
1894	ASHAMED///xâu hổ	1
1309	ASK (INQUIRE)///hỏi	1
1828	ASK (REQUEST)///hỏi	1
722	ATTACK///cuộc tấn công	1
1272	AUNT///cô, bác	1
1276	AUTUMN///mùa thu	1
278	AWL///dùi	1
677	AXE///cái rìu	1
1769	AXLE///trục xe	1
1289	BABY///trẻ nhỏ, em bé	1
1291	BACK///lưng	2
56	BAD LUCK///sự rủi ro	1
1292	BAD///xấu	1
2013	BAIT///mồi	1
183	BAKE///làm (bánh)	1
1125	BALD///hói	1
1845	BALL///quả bóng	1
1927	BAMBOO///cây tre	1
1927	BAMBOO///tre	1
1795	BANANA TREE///cây chuối	1
868	BANANA///chuối	1
346	BANYAN///cây đa	1
2127	BARK OR SKIN///da	1
1204	BARK///vỏ (cây)	1
1204	BARK///vỏ cây	1
932	BARLEY///đại mạch	1
1539	BASKET///giỏ	1
1793	BAT///con dơi	1
138	BATHE///tắm	1
386	BATTLE-AXE///rìu chiến	1
579	BATTLE///trận chiến	1
663	BAY///vịnh	1
3184	BE ALIVE OR LIFE///sống	1
1422	BE ALIVE///sống	1
1090	BE BORN///(được) sinh ra	1
1090	BE BORN///đẻ	1
2101	BE DEAD OR DIE///chết	1
425	BE LATE///trễ, trì hoãn	1
48	BE SILENT///im lặng	1
1860	BEAD///ngọc trai	1
73	BEAK///mỏ	1
1132	BEAM///xà nhà	1
2574	BEAN OR PEA///đậu	1
832	BEAN///đậu, đỗ	1
1820	BEAR///con gấu	1
1820	BEAR///gấu	1
678	BEARD///râu 	1
1427	BEAUTIFUL///đẹp	1
1157	BECAUSE///vì	1
1663	BED///giường	1
665	BEE///con ong	1
665	BEE///ong	1
1950	BEECH///cây sồi	1
88	BEEHIVE///tổ ong	1
1639	BEER///bia	1
1931	BEESWAX///sáp ong	1
1882	BEFORE///trước	1
1152	BEGET///là cha của	1
1934	BEGGAR///người ăn xin	1
3447	BEGIN OR START///bắt đầu	1
1686	BEHIND///sau	1
1890	BELIEVE///tin	1
2114	BELLY OR STOMACH///bụng	1
1485	BELOW OR UNDER///dưới	1
772	BELT///thắt lưng	1
2004	BEND///cúi xuống	1
1816	BESIDE///bên	1
1902	BETRAY///tiết lộ	1
731	BEVERAGE///thức uống	1
1202	BIG///to, lớn	1
1202	BIG///to/lớn	1
1081	BILL///hóa đơn	1
1855	BIRCH///cây cáng lò	1
937	BIRD///chim	3
1403	BITE///cắn	3
887	BITTER///đắng	2
163	BLACK///đen	3
1001	BLACKSMITH///thợ rèn	1
381	BLAME///sự đổ tội	1
806	BLANKET///cái chăn	1
391	BLESS///ban phép	1
1653	BLIND///bị mù	1
1655	BLINK///nháy mắt	1
1584	BLISTER///chỗ rộp	1
525	BLOOD VESSEL///tĩnh mạch, động mạch	1
946	BLOOD///máu	3
175	BLOW (OF WIND)///thổi	2
2382	BLUE OR GREEN///xanh	1
837	BLUE///xanh	1
379	BLUNT///cùn	1
1348	BOAR (MALE PIG)///con lợn rừng	1
1227	BOARD///tấm ván	1
101	BOAST///khoác lác	1
1844	BOAT///nốc	1
1844	BOAT///thuyền	1
1480	BODY///cơ thể	1
1480	BODY///thân thể	1
792	BOIL (OF LIQUID)///đun sôi	1
793	BOIL (OF SKIN)///nhọt	1
2007	BOLT (OF LIGHTNING)///tia chớp	1
1394	BONE///xương	3
963	BOOK///quyển sách	1
585	BOOT///thuyền	1
1022	BOOTY///chiến lợi phẩm	1
1501	BORE///khoan	1
1823	BORROW///vay, mượn	1
690	BOTTOM///tầng	1
1010	BOUNDARY///ranh giới, biên giới	1
3228	BOW OR CROSSBOW///ná	1
994	BOW///cung	1
1530	BOWL///bát	1
2391	BOY OR SON///con	1
1366	BOY///con trai	1
1754	BRACELET///vòng tay	1
70	BRACKISH///lợ	1
3294	BRAID (VERB) OR WEAVE (BASKET)///dệt	1
1043	BRAID///bím	1
1583	BRAIN///óc	1
1583	BRAIN///óc, não	1
3223	BRANCH OR TWIG///cành	1
1531	BRANCH///cành / ngành	1
2136	BRASS INSTRUMENT (HORN OR TRUMPET)///kèn trom-pét	1
3	BRAVE///can đảm	1
1368	BREAD///bánh mì	1
680	BREAK (DESTROY OR GET DESTROYED)///phá vỡ	1
1322	BREAKFAST///bữa sáng	1
1402	BREAST///vú	2
3183	BREATH OR BREATHE///thở	1
3183	BREATH OR BREATHE///vụ	1
1006	BRICK///gạch nung	1
1011	BRIDGE///cầu	1
679	BRIGHT///sáng	1
692	BRING///mang (đến)	1
588	BROKEN///vỡ	1
3192	BRONZE OR COPPER///đồng điếu	1
245	BROOM///chổi	1
1262	BROTHER///anh, em (trai)	1
1148	BRUISE///vết thâm tím	1
1821	BRUSH///chải	1
1840	BUILD///xây	1
1008	BULL///bò đực	1
1966	BUNCH///bó	1
141	BURN (SOMETHING)///đốt	2
2102	BURN///cháy	1
1428	BURNING///đốt	1
