CONCEPTICON_ID	EAT_WORD	DEGREE	WEIGHTED_DEGREE
2484	SMALL	293	934.00
2485	HIDE	106	293.00
2486	HIDE	106	293.00
2490	NOON	33	116.00
2492	BOIL	77	167.00
2493	BOIL	77	167.00
2498	OPIUM	3	18.00
2500	GINGER	9	14.00
2502	GONG	48	108.00
2504	DIFFERENT	96	274.00
2505	BEDROOM	68	149.00
2506	LOOSE	156	297.00
2507	DISGUSTING	74	131.00
2509	EXCHANGE	63	163.00
2511	GIBBON	37	99.00
2512	CHICK	61	122.00
2514	SPOUSE	26	104.00
2517	CROWDED	59	111.00
2518	HEARING	41	127.00
2519	SEEING	60	164.00
2520	SMELLING	47	103.00
2521	FEELING	171	311.00
2522	SCREAMING	3	5.00
2523	HOWLING	2	2.00
2524	JOY	187	526.00
2525	LABOUR	115	289.00
2526	POWER	241	442.00
2527	ABILITY	92	152.00
2528	SIZE	115	214.00
2529	BLESSED	3	6.00
2530	SMART	110	164.00
2531	BROAD	64	159.00
2532	TORNADO	40	100.00
2534	DEPTH	73	167.00
2535	ALTITUDE	7	8.00
2536	BREADTH	26	162.00
2537	LENGTH	98	256.00
2538	TRENCH	39	123.00
2539	PIT	94	262.00
2540	LIME	64	236.00
2541	MIRACLE	9	10.00
2542	HERB	11	17.00
2543	RAVEN	5	11.00
2544	SHEPHERD	44	150.00
2545	HARROW	3	7.00
2546	BORDER	67	129.00
2547	CITY	146	445.00
2548	BARREL	63	179.00
2549	VEHICLE	48	140.00
2552	HARNESS	44	109.00
2553	MISERY	131	200.00
2554	PRINCE	62	203.00
2555	OIL	199	560.00
2556	OIL	199	560.00
2558	BREAK	210	491.00
2559	FEEL	126	265.00
2561	HURT	319	980.00
2562	SEX	875	2253.00
2563	CASTRATE	6	11.00
2564	PIGLET	4	5.00
2566	GELDING	38	92.00
2567	CAPON	2	2.00
2568	BAKER	49	143.00
2569	BUTCHER	43	161.00
2570	BEEF	114	354.00
2571	TRY	152	410.00
2572	SENSE	135	268.00
2573	FEELING	171	311.00
2576	ALREADY	47	106.00
2577	YET	85	170.00
2578	PENCIL	70	329.00
2579	TOOTHBRUSH	35	110.00
2580	HELICOPTER	5	15.00
2581	OCTOPUS	47	112.00
2584	BENCH	88	186.00
2585	RACQUET	22	113.00
2587	DARTS	41	111.00
2588	GLOBE	47	175.00
2589	WREATH	6	6.00
2591	RHINOCEROS	5	10.00
2592	IGLOO	2	3.00
2593	STILTS	38	97.00
2594	DOMINOES	2	2.00
2595	CACTUS	34	113.00
2596	ESCALATOR	4	7.00
2597	HARP	20	28.00
2599	STETHOSCOPE	29	105.00
2600	PYRAMID	47	111.00
2601	UNICORN	49	103.00
2602	FUNNEL	46	116.00
2603	ACCORDION	37	99.00
2604	NOOSE	12	19.00
2605	ASPARAGUS	4	6.00
2606	COMPASS	63	136.00
2607	TRIPOD	10	14.00
2608	SCROLL	3	5.00
2609	SPHINX	2	3.00
2613	SKIN	267	668.00
2614	SKIN	267	668.00
